"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"Kent2021_ASV1275"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	"Candidatus_Protochlamydia"
"Kent2021_ASV1276"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Achromobacter"
"Kent2021_ASV1277"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Aurantisolimonas"
"Kent2021_ASV1278"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Undibacterium"
"Kent2021_ASV1279"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Cellvibrio"
"Kent2021_ASV1280"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	"Gemmata"
"Kent2021_ASV1281"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Procabacteriaceae"	"Procabacter"
"Kent2021_ASV1282"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Bosea"
"Kent2021_ASV1283"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	NA	NA
"Kent2021_ASV1284"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Nocardia"
"Kent2021_ASV1285"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Bosea"
"Kent2021_ASV1286"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA
"Kent2021_ASV1287"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Chitinibacteraceae"	"Chitinibacter"
"Kent2021_ASV1288"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacter"
"Kent2021_ASV1289"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	NA
"Kent2021_ASV1290"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Paucibacter"
"Kent2021_ASV1291"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"
"Kent2021_ASV1292"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Chryseobacterium"
"Kent2021_ASV1293"	"Bacteria"	NA	NA	NA	NA	NA
"Kent2021_ASV1294"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Fluviicoccus"
"Kent2021_ASV1295"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA
"Kent2021_ASV1296"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA
"Kent2021_ASV1297"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Cetobacterium"
"Kent2021_ASV1298"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"
"Kent2021_ASV1299"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Dinghuibacter"
"Kent2021_ASV1300"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"
"Kent2021_ASV1301"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	"SH3-11"
"Kent2021_ASV1302"	"Bacteria"	NA	NA	NA	NA	NA
"Kent2021_ASV1303"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Peptostreptococcus"
"Kent2021_ASV1304"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"
"Kent2021_ASV1305"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	"Candidatus_Protochlamydia"
"Kent2021_ASV1306"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA
"Kent2021_ASV1307"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	NA
"Kent2021_ASV1308"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	NA
"Kent2021_ASV1309"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Pyrinomonadales"	"Pyrinomonadaceae"	"RB41"
"Kent2021_ASV1310"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Chryseobacterium"
"Kent2021_ASV1311"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Dinghuibacter"
"Kent2021_ASV1312"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	NA
"Kent2021_ASV1313"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	NA	NA
"Kent2021_ASV1314"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"
"Kent2021_ASV1315"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	NA	NA
"Kent2021_ASV1316"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	NA
"Kent2021_ASV1317"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rubrivivax"
"Kent2021_ASV1318"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Vagococcaceae"	"Vagococcus"
"Kent2021_ASV1319"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	NA
"Kent2021_ASV1320"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Methylibium"
"Kent2021_ASV1321"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA
"Kent2021_ASV1322"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	NA
"Kent2021_ASV1323"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	NA
"Kent2021_ASV1324"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"
"Kent2021_ASV1325"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Pseudorhodoplanes"
"Kent2021_ASV1326"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales_Incertae_Sedis"	NA
"Kent2021_ASV1327"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	NA
"Kent2021_ASV1328"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Dechloromonas"
"Kent2021_ASV1329"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	NA
"Kent2021_ASV1330"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Defluviimonas"
"Kent2021_ASV1331"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Undibacterium"
"Kent2021_ASV1332"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Luteimonas"
"Kent2021_ASV1333"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	"Candidatus_Protochlamydia"
"Kent2021_ASV1334"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA
"Kent2021_ASV1335"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Fluviicola"
"Kent2021_ASV1336"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Chryseobacterium"
"Kent2021_ASV1337"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA
"Kent2021_ASV1338"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA
"Kent2021_ASV1339"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA
"Kent2021_ASV1340"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Kinneretia"
"Kent2021_ASV1341"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Nocardia"
"Kent2021_ASV1342"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Fluviicoccus"
"Kent2021_ASV1343"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA
"Kent2021_ASV1344"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Enhydrobacter"
"Kent2021_ASV1345"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Bosea"
"Kent2021_ASV1346"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	NA
"Kent2021_ASV1347"	"Bacteria"	NA	NA	NA	NA	NA
"Kent2021_ASV1348"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Flectobacillus"
"Kent2021_ASV1349"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Rheinheimera"
"Kent2021_ASV1350"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"Shewanella"
"Kent2021_ASV1351"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"
"Kent2021_ASV1352"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA
"Kent2021_ASV1353"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"
"Kent2021_ASV1354"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Pedomicrobium"
"Kent2021_ASV1355"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	"Longivirga"
"Kent2021_ASV1356"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA
"Kent2021_ASV1357"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Bosea"
"Kent2021_ASV1358"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	NA
"Kent2021_ASV1359"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Chitinibacteraceae"	"Chitinibacter"
"Kent2021_ASV1360"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"
"Kent2021_ASV1361"	"Bacteria"	"Firmicutes"	"Bacilli"	"Exiguobacterales"	"Exiguobacteraceae"	"Exiguobacterium"
"Kent2021_ASV1362"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA
"Kent2021_ASV1363"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Bosea"
"Kent2021_ASV1364"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Hydrogenophaga"
"Kent2021_ASV1365"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA
"Kent2021_ASV1366"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA
"Kent2021_ASV1367"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Pseudorhodoplanes"
"Kent2021_ASV1368"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Smaragdicoccus"
"Kent2021_ASV1369"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Achromobacter"
"Kent2021_ASV1370"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ZOR0006"
"Kent2021_ASV1371"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"
"Kent2021_ASV1372"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Dinghuibacter"
"Kent2021_ASV1373"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Bosea"
"Kent2021_ASV1374"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	NA
"Kent2021_ASV1375"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Luteimonas"
"Kent2021_ASV1376"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Fluviicola"
"Kent2021_ASV1377"	"Bacteria"	NA	NA	NA	NA	NA
"Kent2021_ASV1378"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	NA
"Kent2021_ASV1379"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA
"Kent2021_ASV1380"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Pseudorhodoplanes"
"Kent2021_ASV1381"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	NA
"Kent2021_ASV1382"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	NA	NA
"Kent2021_ASV1383"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Carnobacterium"
"Kent2021_ASV1384"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Fluviicoccus"
"Kent2021_ASV1385"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA
"Kent2021_ASV1386"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Gemmobacter"
"Kent2021_ASV1387"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales_Incertae_Sedis"	"Phreatobacter"
"Kent2021_ASV1388"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Achromobacter"
"Kent2021_ASV1389"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	NA
"Kent2021_ASV1390"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Cetobacterium"
"Kent2021_ASV1391"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA
"Kent2021_ASV1392"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"
"Kent2021_ASV1393"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	NA
"Kent2021_ASV1394"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	NA
"Kent2021_ASV1395"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA
"Kent2021_ASV1396"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"Shewanella"
"Kent2021_ASV1397"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	NA
"Kent2021_ASV1398"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Procabacteriaceae"	"Procabacter"
"Kent2021_ASV1399"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Cetobacterium"
"Kent2021_ASV1400"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Rhodococcus"
"Kent2021_ASV1401"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Novosphingobium"
"Kent2021_ASV1402"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA
"Kent2021_ASV1403"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingorhabdus"
"Kent2021_ASV1404"	"Bacteria"	NA	NA	NA	NA	NA
"Kent2021_ASV1405"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA
"Kent2021_ASV1406"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA
"Kent2021_ASV1407"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	NA
"Kent2021_ASV1408"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales_Incertae_Sedis"	"Phreatobacter"
"Kent2021_ASV1409"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	NA
"Kent2021_ASV1410"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacter"
"Kent2021_ASV1411"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	NA
"Kent2021_ASV1412"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"
"Kent2021_ASV1413"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales_Incertae_Sedis"	"Phreatobacter"
"Kent2021_ASV1414"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	"Candidatus_Protochlamydia"
"Kent2021_ASV1415"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Smaragdicoccus"
"Kent2021_ASV1416"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Hydrogenophaga"
"Kent2021_ASV1417"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales_Incertae_Sedis"	"Phreatobacter"
"Kent2021_ASV1418"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Bosea"
"Kent2021_ASV1419"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Fluviicola"
"Kent2021_ASV1420"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"
"Kent2021_ASV1421"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Cellvibrio"
"Kent2021_ASV1422"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Novosphingobium"
"Kent2021_ASV1423"	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriales_Incertae_Sedis"	NA
"Kent2021_ASV1424"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"
"Kent2021_ASV1425"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA
"Kent2021_ASV1426"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Bosea"
"Kent2021_ASV1427"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"
"Kent2021_ASV1428"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	NA	NA
"Kent2021_ASV1429"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA
"Kent2021_ASV1430"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Nitrincolaceae"	NA
"Kent2021_ASV1431"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Luteimonas"
"Kent2021_ASV1432"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	NA	NA
"Kent2021_ASV1433"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"env.OPS_17"	NA
"Kent2021_ASV1434"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Cellvibrio"
"Kent2021_ASV1435"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"
"Kent2021_ASV1436"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Microscillaceae"	NA
"Kent2021_ASV1437"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"
"Kent2021_ASV1438"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Flavihumibacter"
"Kent2021_ASV1439"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	NA	NA
"Kent2021_ASV1440"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA
"Kent2021_ASV1441"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"
"Kent2021_ASV1442"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Hyphomicrobium"
"Kent2021_ASV1443"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"
"Kent2021_ASV1444"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ZOR0006"
"Kent2021_ASV1445"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	NA
"Kent2021_ASV1446"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"
"Kent2021_ASV1447"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	NA	NA
"Kent2021_ASV1448"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"
"Kent2021_ASV1449"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Methylibium"
"Kent2021_ASV1450"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Iamiaceae"	"Iamia"
"Kent2021_ASV1451"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas"
"Kent2021_ASV1452"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	NA
"Kent2021_ASV1453"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Cellvibrio"
"Kent2021_ASV1454"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales_Incertae_Sedis"	"Phreatobacter"
"Kent2021_ASV1455"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Kinneretia"
"Kent2021_ASV1456"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	NA	NA
"Kent2021_ASV1457"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ZOR0006"
"Kent2021_ASV1458"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA
"Kent2021_ASV1459"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"
"Kent2021_ASV1460"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA
"Kent2021_ASV1461"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Nocardia"
"Kent2021_ASV1462"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	NA
"Kent2021_ASV1463"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales_Incertae_Sedis"	"Nordella"
"Kent2021_ASV1464"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Cellvibrio"
"Kent2021_ASV1465"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Dinghuibacter"
"Kent2021_ASV1466"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Nocardia"
"Kent2021_ASV1467"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA
